   BENCHMARK INFORMATION
benchmark:          draft
date:               Wed, 2016-04-27 12:17:28 ART
tool:               CPAchecker 1.5-svn 1106192+
CPU cores used:     1
------------------------------------------------------------

   SYSTEM INFORMATION
host:               circulito
os:                 Linux 3.13.0-85-generic x86_64
cpu:                Intel Core i7-3770 CPU @ 3.40GHz
- cores:            8
- max frequency:    3901.0 MHz
ram:                16714.051584 MB
------------------------------------------------------------



generate-explicit.original
Run set 1 of 6: skipped 


generate-predicate.original
Run set 2 of 6: skipped 


produce-witnesses-unexplored-predicate-from-explicit.original
Run set 3 of 6 with options '-heap 12000M -config test-configs/components/predicateAnalysis-generate-and-use-cmc-condition-print-specified-calls.properties -setprop limits.time.cpu=900s -setprop specification=${sourcefile_path}/${sourcefile_name}.explicit.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-unexplored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
produce-witnesses-explored-predicate-from-predicate.original
Run set 2 of 12 with options '-heap 12000M -config test-configs/components/predicateAnalysis-generate-and-use-cmc-condition-print-specified-calls.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.predicate.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-explored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.69        2.70        None    1.601s      None      None
systemc/kundu.c                   ERROR                         2.47        2.48        None    1.415s      None      None
systemc/kundu1_BUG.c              unknown                      61.76       61.85        None   60.228s    0.019s      None
systemc/kundu2_BUG.c              false(reach)                 42.31       42.37        None   33.430s    0.016s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.24        3.26        None    1.935s      None      None
systemc/mem_slave_tlm.2.c         false(reach)                 44.28       44.37        None   36.171s    0.054s      None
systemc/mem_slave_tlm.3.c         unknown                      73.39       73.63        None   60.373s    0.189s      None
systemc/mem_slave_tlm.4.c         unknown                      88.08       88.14        None   60.384s    0.424s      None
systemc/mem_slave_tlm.5.c         false(reach)                 41.45       41.49        None   30.543s    0.351s      None
systemc/pc_sfifo_1.c              ERROR                         2.48        2.48        None    1.396s      None      None
systemc/pc_sfifo_1_BUG.c          false(reach)                  9.29        9.31        None    7.432s    0.081s      None
systemc/pc_sfifo_2.c              ERROR                         2.39        2.41        None    1.353s      None      None
systemc/pc_sfifo_2_BUG.c          false(reach)                  8.25        8.26        None    5.867s    0.062s      None
systemc/pc_sfifo_3.c              ERROR                         2.53        2.55        None    1.465s      None      None
systemc/pipeline.c                false(reach)                 63.20       63.24        None   54.794s    0.108s      None
systemc/pipeline_BUG.c            unknown                      86.40       86.45        None   60.386s    0.079s      None
systemc/token_ring.01.BUG.c       false(reach)                 18.99       19.05        None   14.561s    0.104s      None
systemc/token_ring.01.c           ERROR                         2.56        2.57        None    1.489s      None      None
systemc/token_ring.02.BUG.c       false(reach)                 25.67       25.71        None   19.818s    0.057s      None
systemc/token_ring.02.c           ERROR                         2.51        2.53        None    1.471s      None      None
systemc/token_ring.03.BUG.c       false(reach)                 33.46       33.50        None   25.825s    0.047s      None
systemc/token_ring.03.c           ERROR                         2.61        2.61        None    1.516s      None      None
systemc/token_ring.04.BUG.c       false(reach)                 44.37       44.42        None   35.580s    0.064s      None
systemc/token_ring.04.c           ERROR                         2.68        2.70        None    1.504s      None      None
systemc/token_ring.05.BUG.c       false(reach)                 68.48       68.54        None   57.288s    0.088s      None
systemc/token_ring.05.c           ERROR                         2.86        2.87        None    1.658s      None      None
systemc/token_ring.06.BUG.c       unknown                      78.41       78.53        None   60.482s    0.044s      None
systemc/token_ring.06.c           unknown                      73.62       73.81        None   60.638s    0.026s      None
systemc/token_ring.07.BUG.c       unknown                      79.44       79.82        None   60.671s    0.029s      None
systemc/token_ring.07.c           false(reach)                 63.94       64.00        None   57.857s    0.106s      None
systemc/token_ring.08.BUG.c       unknown                      78.72       78.79        None   60.495s    0.046s      None
systemc/token_ring.08.c           unknown                      78.38       78.82        None   60.380s    0.028s      None
systemc/token_ring.09.BUG.c       unknown                      75.13       75.19        None   60.398s    0.055s      None
systemc/token_ring.14.BUG.c       unknown                      67.83       67.86        None   60.421s    0.036s      None
systemc/toy.c                     ERROR                         2.57        2.58        None    1.536s      None      None
systemc/toy1_BUG.c                false(reach)                 48.40       48.60        None   42.766s    0.040s      None
systemc/toy2_BUG.c                false(reach)                 63.10       63.22        None   57.293s    0.073s      None
systemc/transmitter.01.BUG.c      false(reach)                 11.48       11.51        None    8.651s    0.030s      None
systemc/transmitter.02.BUG.c      false(reach)                 22.18       22.21        None   16.431s    0.100s      None
systemc/transmitter.03.BUG.c      false(reach)                 27.93       27.98        None   21.639s    0.066s      None
systemc/transmitter.04.BUG.c      false(reach)                 34.12       34.17        None   26.162s    0.067s      None
systemc/transmitter.05.BUG.c      false(reach)                 47.63       47.76        None   37.985s    0.050s      None
systemc/transmitter.06.BUG.c      false(reach)                 66.58       67.40        None   54.191s    0.067s      None
systemc/transmitter.07.BUG.c      unknown                      82.15       82.62        None   60.782s    0.065s      None
systemc/transmitter.08.BUG.c      unknown                      75.34       75.40        None   60.485s    0.028s      None
systemc/transmitter.09.BUG.c      unknown                      81.18       81.82        None   60.906s    0.046s      None
systemc/transmitter.10.BUG.c      unknown                      77.91       77.96        None   60.662s    0.016s      None
systemc/transmitter.11.BUG.c      unknown                      67.94       67.98        None   60.395s    0.023s      None
systemc/transmitter.12.BUG.c      unknown                      68.24       68.27        None   60.406s    0.053s      None
systemc/transmitter.15.BUG.c      unknown                      67.52       67.56        None   60.400s    0.076s      None
systemc/transmitter.16.BUG.c      unknown                      68.54       68.58        None   60.397s    0.068s      None
drivers64/drbd.BUG.c              false(reach)                 50.41       50.45        None   43.138s    0.004s      None
drivers64/farsync.BUG.c           unknown                      69.13       69.18        None   60.136s    0.159s      None
drivers64/gigaset.BUG.c           unknown                      68.16       68.20        None   60.085s    0.041s      None
drivers64/i915.c                  ERROR                        22.35       22.36        None   17.548s      None      None
drivers64/iowarrior.BUG.c         false(reach)                 35.22       35.25        None   27.985s    0.069s      None
drivers64/kbtab.c                 ERROR                         3.90        3.91        None    2.643s      None      None
drivers64/keyspan_remote.BUG.c    unknown                      80.86       80.91        None   60.504s    0.021s      None
drivers64/lirc_imon.BUG.c         false(reach)                 37.29       37.40        None   30.182s    0.038s      None
drivers64/loop.BUG.c              unknown                      69.36       69.40        None   61.919s    0.007s      None
drivers64/mISDN_core.BUG.c        unknown                      69.65       69.70        None   60.342s    0.016s      None
drivers64/pktcdvd.BUG.c           unknown                      71.32       71.36        None   59.974s    0.502s      None
drivers64/ppp_generic.BUG.c       unknown                      79.86       79.91        None   60.439s    0.029s      None
drivers64/pppox.c                 ERROR                         3.66        3.67        None    2.583s      None      None
drivers64/synclink_gt.BUG.c       false(reach)                 59.54       59.59        None   51.351s    0.592s      None
drivers64/ttusb_dec.BUG.c         unknown                      70.86       70.91        None   60.324s    0.167s      None
drivers64/usbcore.BUG.c           ERROR                        15.16       15.18        None   11.601s      None      None
drivers64/usbmouse.BUG.c          false(reach)                 54.62       54.67        None   44.359s    0.013s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 2                         done                       3108.57     3122.54           -


produce-witnesses-explored-explicit-from-explicit.original
Run set 3 of 12 with options '-heap 12000M -config test-configs/extend/explicitAnalysis.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.explicit.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-explored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.59        2.60        None    1.526s      None      None
systemc/kundu.c                   ERROR                         2.70        2.72        None    1.569s      None      None
systemc/kundu1_BUG.c              unknown                      87.60       87.65        None   60.097s    0.304s      None
systemc/kundu2_BUG.c              false(reach)                 17.99       18.02        None   10.394s    0.043s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.22        3.25        None    1.907s      None      None
systemc/mem_slave_tlm.2.c         ERROR                         3.30        3.31        None    1.880s      None      None
systemc/mem_slave_tlm.3.c         ERROR                         3.28        3.30        None    1.865s      None      None
systemc/mem_slave_tlm.4.c         ERROR                         3.27        3.28        None    1.868s      None      None
systemc/mem_slave_tlm.5.c         ERROR                         3.40        3.42        None    1.996s      None      None
systemc/pc_sfifo_1.c              unknown                      99.62       99.66        None   60.390s    0.005s      None
systemc/pc_sfifo_1_BUG.c          unknown                      98.34       98.54        None   60.539s    0.005s      None
systemc/pc_sfifo_2.c              unknown                     119.55      119.61        None   60.388s    0.004s      None
systemc/pc_sfifo_2_BUG.c          unknown                     117.71      117.78        None   60.389s    0.005s      None
systemc/pc_sfifo_3.c              ERROR                         2.50        2.51        None    1.500s      None      None
systemc/pipeline.c                unknown                      84.94       84.98        None   60.167s    0.008s      None
systemc/pipeline_BUG.c            false(reach)                 77.71       78.80        None   34.709s    0.190s      None
systemc/token_ring.01.BUG.c       false(reach)                 11.33       11.46        None    6.816s    0.005s      None
systemc/token_ring.01.c           unknown                     100.48      101.36        None   60.397s    0.003s      None
systemc/token_ring.02.BUG.c       false(reach)                 15.62       15.64        None    9.259s    0.021s      None
systemc/token_ring.02.c           unknown                     123.43      123.51        None   60.389s    0.008s      None
systemc/token_ring.03.BUG.c       false(reach)                 19.54       19.56        None   11.185s    0.023s      None
systemc/token_ring.03.c           unknown                     140.36      140.46        None   60.399s    0.007s      None
systemc/token_ring.04.BUG.c       false(reach)                 26.81       26.85        None   13.627s    0.017s      None
systemc/token_ring.04.c           unknown                     158.06      158.19        None   60.456s    0.013s      None
systemc/token_ring.05.BUG.c       false(reach)                 34.47       34.63        None   16.895s    0.021s      None
systemc/token_ring.05.c           unknown                     167.42      168.05        None   60.899s    0.005s      None
systemc/token_ring.06.BUG.c       false(reach)                 47.73       47.93        None   21.070s    0.075s      None
systemc/token_ring.06.c           unknown                     179.55      179.62        None   60.396s    0.013s      None
systemc/token_ring.07.BUG.c       false(reach)                 66.96       68.03        None   29.519s    0.097s      None
systemc/token_ring.07.c           unknown                     193.70      193.81        None   60.436s    0.011s      None
systemc/token_ring.08.BUG.c       false(reach)                120.05      120.72        None   52.671s    0.143s      None
systemc/token_ring.08.c           unknown                     166.18      166.34        None   60.479s    0.004s      None
systemc/token_ring.09.BUG.c       unknown                     151.65      152.90        None   60.884s    0.138s      None
systemc/token_ring.14.BUG.c       unknown                      82.76       82.80        None   60.371s    0.125s      None
systemc/toy.c                     ERROR (1)                    70.62       70.66        None      None      None      None
systemc/toy1_BUG.c                unknown                      82.55       82.65        None   60.074s    0.392s      None
systemc/toy2_BUG.c                unknown                      82.70       84.39        None   61.297s    0.359s      None
systemc/transmitter.01.BUG.c      false(reach)                  8.18        8.20        None    5.183s    0.001s      None
systemc/transmitter.02.BUG.c      false(reach)                 12.34       12.37        None    7.383s    0.012s      None
systemc/transmitter.03.BUG.c      false(reach)                 16.58       16.61        None    9.423s    0.040s      None
systemc/transmitter.04.BUG.c      false(reach)                 21.15       21.20        None   11.483s    0.041s      None
systemc/transmitter.05.BUG.c      false(reach)                 28.54       28.74        None   14.979s    0.062s      None
systemc/transmitter.06.BUG.c      false(reach)                 37.54       37.57        None   18.506s    0.071s      None
systemc/transmitter.07.BUG.c      false(reach)                 53.91       53.95        None   25.610s    0.080s      None
systemc/transmitter.08.BUG.c      false(reach)                 98.68       98.72        None   47.956s    0.146s      None
systemc/transmitter.09.BUG.c      unknown                     130.82      134.13        None   61.655s    0.191s      None
systemc/transmitter.10.BUG.c      unknown                     151.37      151.73        None   61.475s    0.153s      None
systemc/transmitter.11.BUG.c      unknown                     187.47      187.91        None   60.387s    0.170s      None
systemc/transmitter.12.BUG.c      unknown                      81.46       81.50        None   60.416s    0.158s      None
systemc/transmitter.15.BUG.c      unknown                      85.28       85.34        None   60.454s    0.124s      None
systemc/transmitter.16.BUG.c      unknown                      84.92       85.14        None   60.469s    0.092s      None
drivers64/drbd.BUG.c              unknown                      67.92       68.04        None   60.388s    0.004s      None
drivers64/farsync.BUG.c           unknown                      65.37       65.40        None   60.399s    0.010s      None
drivers64/gigaset.BUG.c           ERROR (1)                    70.54       70.58        None      None      None      None
drivers64/i915.c                  ERROR                        23.24       23.26        None   17.163s      None      None
drivers64/iowarrior.BUG.c         unknown                      81.76       81.79        None   60.409s    0.270s      None
drivers64/kbtab.c                 unknown                      68.41       68.45        None   60.529s    0.015s      None
drivers64/keyspan_remote.BUG.c    unknown                      68.13       68.16        None   60.377s    0.027s      None
drivers64/lirc_imon.BUG.c         unknown                      66.28       66.30        None   60.465s    0.084s      None
drivers64/loop.BUG.c              ERROR (1)                    70.78       70.81        None      None      None      None
drivers64/mISDN_core.BUG.c        unknown                      65.50       65.53        None   60.416s    0.011s      None
drivers64/pktcdvd.BUG.c           unknown                      67.95       68.00        None   60.408s    0.002s      None
drivers64/ppp_generic.BUG.c       unknown                      72.05       72.11        None   60.382s    0.017s      None
drivers64/pppox.c                 unknown                      63.05       63.09        None   60.417s    0.010s      None
drivers64/synclink_gt.BUG.c       ERROR                        66.06       66.12        None   65.209s      None      None
drivers64/ttusb_dec.BUG.c         ERROR (1)                    70.72       70.75        None      None      None      None
drivers64/usbcore.BUG.c           unknown                      65.07       65.10        None   60.506s    0.023s      None
drivers64/usbmouse.BUG.c          unknown                      66.91       66.94        None   60.432s    0.007s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 3                         done                       4888.28     4912.58           -


produce-witnesses-explored-explicit-from-predicate.original
Run set 4 of 12 with options '-heap 12000M -config test-configs/extend/explicitAnalysis.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.predicate.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-explored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.57        2.58        None    1.480s      None      None
systemc/kundu.c                   ERROR                         2.59        2.60        None    1.506s      None      None
systemc/kundu1_BUG.c              unknown                     101.74      101.83        None   60.054s    0.231s      None
systemc/kundu2_BUG.c              false(reach)                 50.78       53.00        None   30.264s    0.026s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.40        3.42        None    1.986s      None      None
systemc/mem_slave_tlm.2.c         false(reach)                 23.35       23.51        None   14.435s    0.022s      None
systemc/mem_slave_tlm.3.c         false(reach)                 31.05       31.09        None   17.971s    0.008s      None
systemc/mem_slave_tlm.4.c         false(reach)                 55.74       55.80        None   31.384s    0.012s      None
systemc/mem_slave_tlm.5.c         false(reach)                 16.17       16.18        None   10.715s    0.017s      None
systemc/pc_sfifo_1.c              ERROR                         2.50        2.51        None    1.398s      None      None
systemc/pc_sfifo_1_BUG.c          unknown                      74.74       74.76        None   60.070s    0.300s      None
systemc/pc_sfifo_2.c              ERROR                         2.54        2.56        None    1.408s      None      None
systemc/pc_sfifo_2_BUG.c          unknown                      80.04       80.16        None   60.204s    0.401s      None
systemc/pc_sfifo_3.c              ERROR                         2.68        2.70        None    1.561s      None      None
systemc/pipeline.c                unknown                     123.82      125.29        None   60.194s    0.231s      None
systemc/pipeline_BUG.c            unknown                     170.88      170.94        None   60.114s    0.246s      None
systemc/token_ring.01.BUG.c       false(reach)                 13.85       13.88        None    8.374s    0.014s      None
systemc/token_ring.01.c           ERROR                         2.43        2.44        None    1.424s      None      None
systemc/token_ring.02.BUG.c       false(reach)                 21.17       21.20        None   11.974s    0.009s      None
systemc/token_ring.02.c           ERROR                         2.69        2.71        None    1.535s      None      None
systemc/token_ring.03.BUG.c       false(reach)                 32.96       33.01        None   17.530s    0.020s      None
systemc/token_ring.03.c           ERROR                         2.62        2.64        None    1.517s      None      None
systemc/token_ring.04.BUG.c       false(reach)                 57.96       61.09        None   31.862s    0.012s      None
systemc/token_ring.04.c           ERROR                         2.74        2.75        None    1.548s      None      None
systemc/token_ring.05.BUG.c       false(reach)                127.62      130.88        None   60.509s    0.026s      None
systemc/token_ring.05.c           ERROR                         2.83        2.84        None    1.586s      None      None
systemc/token_ring.06.BUG.c       unknown                     148.64      150.68        None   61.349s    0.041s      None
systemc/token_ring.06.c           unknown                     154.71      155.44        None   60.624s    0.025s      None
systemc/token_ring.07.BUG.c       unknown                     148.70      150.95        None   61.836s    0.025s      None
systemc/token_ring.07.c           false(reach)                 60.60       61.77        None   31.287s    0.078s      None
systemc/token_ring.08.BUG.c       unknown                     148.00      150.85        None   62.409s    0.037s      None
systemc/token_ring.08.c           unknown                     150.02      150.91        None   60.691s    0.054s      None
systemc/token_ring.09.BUG.c       unknown                     156.53      160.42        None   62.805s    0.043s      None
systemc/token_ring.14.BUG.c       unknown                     188.11      190.05        None   60.482s    0.069s      None
systemc/toy.c                     ERROR                         2.76        2.78        None    1.567s      None      None
systemc/toy1_BUG.c                unknown                      84.14       84.88        None   60.459s    0.366s      None
systemc/toy2_BUG.c                unknown                      83.30       83.35        None   60.066s    0.339s      None
systemc/transmitter.01.BUG.c      false(reach)                 10.62       10.64        None    6.846s    0.004s      None
systemc/transmitter.02.BUG.c      false(reach)                 17.76       17.79        None   10.773s    0.018s      None
systemc/transmitter.03.BUG.c      false(reach)                 28.82       29.14        None   15.630s    0.009s      None
systemc/transmitter.04.BUG.c      false(reach)                 49.56       49.64        None   25.272s    0.036s      None
systemc/transmitter.05.BUG.c      false(reach)                107.81      108.94        None   50.270s    0.028s      None
systemc/transmitter.06.BUG.c      unknown                     148.49      153.07        None   63.932s    0.044s      None
systemc/transmitter.07.BUG.c      unknown                     149.79      150.98        None   61.235s    0.024s      None
systemc/transmitter.08.BUG.c      unknown                     149.80      150.90        None   60.416s    0.039s      None
systemc/transmitter.09.BUG.c      unknown                     148.42      150.94        None   61.835s    0.036s      None
systemc/transmitter.10.BUG.c      unknown                     159.62      160.40        None   60.740s    0.029s      None
systemc/transmitter.11.BUG.c      unknown                     167.02      171.46        None   63.709s    0.030s      None
systemc/transmitter.12.BUG.c      unknown                     174.65      177.23        None   61.874s    0.030s      None
systemc/transmitter.15.BUG.c      unknown                      82.11       82.14        None   59.975s    0.105s      None
systemc/transmitter.16.BUG.c      unknown                      83.57       83.59        None   60.387s    0.121s      None
drivers64/drbd.BUG.c              unknown                      69.07       69.13        None   60.417s    0.075s      None
drivers64/farsync.BUG.c           unknown                      72.57       72.60        None   60.379s    0.165s      None
drivers64/gigaset.BUG.c           unknown                      68.52       68.55        None   60.399s    0.156s      None
drivers64/i915.c                  ERROR                        23.33       23.34        None   17.553s      None      None
drivers64/iowarrior.BUG.c         unknown                      76.60       76.66        None   60.075s    0.399s      None
drivers64/kbtab.c                 ERROR                         4.00        4.02        None    2.706s      None      None
drivers64/keyspan_remote.BUG.c    unknown                      67.59       67.62        None   60.324s    0.026s      None
drivers64/lirc_imon.BUG.c         unknown                      67.35       67.37        None   60.382s    0.104s      None
drivers64/loop.BUG.c              unknown                      73.06       73.11        None   60.385s    0.044s      None
drivers64/mISDN_core.BUG.c        unknown                     118.56      119.85        None   60.295s    0.890s      None
drivers64/pktcdvd.BUG.c           unknown                     140.40      141.35        None   60.209s    0.617s      None
drivers64/ppp_generic.BUG.c       unknown                      67.29       67.63        None   60.389s    0.118s      None
drivers64/pppox.c                 ERROR                         3.98        4.00        None    2.740s      None      None
drivers64/synclink_gt.BUG.c       unknown                      66.32       66.73        None   60.390s    0.117s      None
drivers64/ttusb_dec.BUG.c         unknown                      88.40       88.43        None   61.569s    0.419s      None
drivers64/usbcore.BUG.c           ERROR                        15.53       15.54        None   11.327s      None      None
drivers64/usbmouse.BUG.c          unknown                      84.54       84.58        None   60.446s    0.438s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 4                         done                       4923.56     4982.31           -


produce-witnesses-safe-predicate-from-explicit.original
Run set 5 of 12 with options '-heap 12000M -config test-configs/components/predicateAnalysis-generate-and-use-cmc-condition-print-specified-calls.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.explicit.assumption_automaton.swapped,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-unexplored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.48        2.49        None    1.412s      None      None
systemc/kundu.c                   ERROR                         2.55        2.56        None    1.554s      None      None
systemc/kundu1_BUG.c              false(reach)                 11.09       11.12        None    9.382s    0.065s      None
systemc/kundu2_BUG.c              true                          8.82        8.84        None    7.732s    0.127s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.19        3.20        None    1.888s      None      None
systemc/mem_slave_tlm.2.c         ERROR                         3.07        3.08        None    1.827s      None      None
systemc/mem_slave_tlm.3.c         ERROR                         3.17        3.18        None    1.826s      None      None
systemc/mem_slave_tlm.4.c         ERROR                         3.16        3.18        None    1.845s      None      None
systemc/mem_slave_tlm.5.c         ERROR                         3.09        3.10        None    1.862s      None      None
systemc/pc_sfifo_1.c              true                         24.75       24.77        None   22.449s    0.294s      None
systemc/pc_sfifo_1_BUG.c          true                         24.88       24.93        None   22.494s    0.232s      None
systemc/pc_sfifo_2.c              true                         27.60       27.63        None   23.843s    0.239s      None
systemc/pc_sfifo_2_BUG.c          true                         27.82       27.85        None   24.244s    0.301s      None
systemc/pc_sfifo_3.c              ERROR                         2.51        2.52        None    1.475s      None      None
systemc/pipeline.c                unknown                      61.53       61.58        None   60.417s    0.055s      None
systemc/pipeline_BUG.c            unknown                      62.87       62.91        None   60.388s    0.117s      None
systemc/token_ring.01.BUG.c       false(reach)                  8.13        8.14        None    6.828s    0.036s      None
systemc/token_ring.01.c           false(reach)                 10.02       10.03        None    8.504s    0.072s      None
systemc/token_ring.02.BUG.c       false(reach)                 11.36       11.37        None    9.100s    0.049s      None
systemc/token_ring.02.c           false(reach)                 16.54       16.57        None   13.732s    0.102s      None
systemc/token_ring.03.BUG.c       false(reach)                 14.61       14.63        None   12.682s    0.150s      None
systemc/token_ring.03.c           false(reach)                 24.47       24.51        None   20.722s    0.127s      None
systemc/token_ring.04.BUG.c       false(reach)                 16.46       16.48        None   14.711s    0.124s      None
systemc/token_ring.04.c           false(reach)                 39.87       39.91        None   30.297s    0.234s      None
systemc/token_ring.05.BUG.c       false(reach)                 18.61       18.64        None   16.867s    0.159s      None
systemc/token_ring.05.c           false(reach)                 66.93       67.01        None   54.916s    0.314s      None
systemc/token_ring.06.BUG.c       false(reach)                 21.11       21.14        None   19.043s    0.135s      None
systemc/token_ring.06.c           unknown                      72.45       72.62        None   60.384s    0.362s      None
systemc/token_ring.07.BUG.c       false(reach)                 22.53       22.56        None   20.623s    0.122s      None
systemc/token_ring.07.c           unknown                      73.12       73.19        None   60.080s    0.274s      None
systemc/token_ring.08.BUG.c       false(reach)                 25.90       25.93        None   23.665s    0.106s      None
systemc/token_ring.08.c           unknown                      66.75       66.80        None   60.440s    0.265s      None
systemc/token_ring.09.BUG.c       false(reach)                 28.01       28.04        None   25.774s    0.131s      None
systemc/token_ring.14.BUG.c       false(reach)                 34.76       34.78        None   28.837s    0.110s      None
systemc/toy.c                     ERROR (1)                    70.86       70.90        None      None      None      None
systemc/toy1_BUG.c                true                         13.73       13.74        None   12.129s    0.215s      None
systemc/toy2_BUG.c                true                         13.56       13.58        None   12.309s    0.132s      None
systemc/transmitter.01.BUG.c      false(reach)                  7.12        7.14        None    5.888s    0.048s      None
systemc/transmitter.02.BUG.c      false(reach)                  9.29        9.31        None    8.042s    0.054s      None
systemc/transmitter.03.BUG.c      false(reach)                 13.99       14.02        None   10.477s    0.079s      None
systemc/transmitter.04.BUG.c      false(reach)                 14.95       14.98        None   12.862s    0.156s      None
systemc/transmitter.05.BUG.c      false(reach)                 17.03       17.05        None   15.494s    0.103s      None
systemc/transmitter.06.BUG.c      false(reach)                 18.66       18.68        None   16.952s    0.111s      None
systemc/transmitter.07.BUG.c      false(reach)                 20.78       20.81        None   19.067s    0.158s      None
systemc/transmitter.08.BUG.c      false(reach)                 23.80       23.81        None   21.540s    0.142s      None
systemc/transmitter.09.BUG.c      false(reach)                 25.49       25.52        None   23.446s    0.113s      None
systemc/transmitter.10.BUG.c      false(reach)                 27.68       27.73        None   25.761s    0.161s      None
systemc/transmitter.11.BUG.c      false(reach)                 28.57       28.60        None   26.450s    0.113s      None
systemc/transmitter.12.BUG.c      false(reach)                 32.92       32.95        None   26.209s    0.209s      None
systemc/transmitter.15.BUG.c      false(reach)                 38.16       38.19        None   31.221s    0.106s      None
systemc/transmitter.16.BUG.c      false(reach)                 31.62       31.64        None   27.025s    0.133s      None
drivers64/drbd.BUG.c              false(reach)                 37.39       37.42        None   33.711s    0.152s      None
drivers64/farsync.BUG.c           unknown                      62.95       62.99        None   60.383s    0.125s      None
drivers64/gigaset.BUG.c           ERROR (1)                    70.56       70.62        None      None      None      None
drivers64/i915.c                  ERROR                        23.64       23.67        None   19.113s      None      None
drivers64/iowarrior.BUG.c         false(reach)                 10.40       10.43        None    8.709s    0.031s      None
drivers64/kbtab.c                 false(reach)                 19.09       19.13        None   16.458s    0.030s      None
drivers64/keyspan_remote.BUG.c    false(reach)                 20.93       20.95        None   17.735s    0.020s      None
drivers64/lirc_imon.BUG.c         unknown                      72.43       72.48        None   60.296s    0.471s      None
drivers64/loop.BUG.c              ERROR (1)                    71.47       71.51        None      None      None      None
drivers64/mISDN_core.BUG.c        false(reach)                 36.22       36.25        None   33.875s    0.096s      None
drivers64/pktcdvd.BUG.c           false(reach)                 50.22       50.25        None   47.659s    0.301s      None
drivers64/ppp_generic.BUG.c       unknown                      65.65       65.68        None   62.143s    0.158s      None
drivers64/pppox.c                 false(reach)                 12.99       13.01        None   11.013s    0.002s      None
drivers64/synclink_gt.BUG.c       ERROR                        64.00       64.04        None   60.922s      None      None
drivers64/ttusb_dec.BUG.c         ERROR (1)                    70.82       71.00        None      None      None      None
drivers64/usbcore.BUG.c           ERROR                        20.21       20.23        None   18.848s    0.004s      None
drivers64/usbmouse.BUG.c          false(reach)                 19.97       19.98        None   18.119s    0.055s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 5                         done                       1981.74     1991.88           -


produce-witnesses-safe-predicate-from-predicate.original
Run set 6 of 12 with options '-heap 12000M -config test-configs/components/predicateAnalysis-generate-and-use-cmc-condition-print-specified-calls.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.predicate.assumption_automaton.swapped,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-unexplored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.42        2.43        None    1.461s      None      None
systemc/kundu.c                   ERROR                         2.59        2.61        None    1.515s      None      None
